wl,val
776,1.0599624
777,1.0683885
778,1.077031
779,1.0859083
780,1.0950187
781,1.111978
782,1.1294051
783,1.1473095
784,1.1657116
785,1.1846275
786,1.2040713
787,1.224067
788,1.2446296
789,1.2657833
790,1.2875483
791,1.2981927
792,1.3091179
793,1.320324
794,1.3318121
795,1.343597
796,1.3556894
797,1.3680851
798,1.3807995
799,1.393839
800,1.407214
801,1.4145647
802,1.4220282
803,1.4296114
804,1.4373015
805,1.4451028
806,1.4530092
807,1.46101
808,1.4691101
809,1.4772996
810,1.4855672
811,1.5317656
812,1.5795887
813,1.6290977
814,1.6803708
815,1.7334746
816,1.7884876
817,1.8454846
818,1.9045384
819,1.9657427
820,2.0291724
821,2.0855064
822,2.1438198
823,2.2041748
824,2.2666674
825,2.331359
826,2.3983297
827,2.4676661
828,2.5394497
829,2.6137502
