wl,val
761,0.99494296
762,0.99503285
763,0.99512064
764,0.9952065
765,0.9952904
766,0.9953724
767,0.99545264
768,0.99553114
769,0.9956078
770,0.99568284
771,0.99575627
772,0.99582803
773,0.99589825
774,0.99596703
775,0.9960344
776,0.99610007
777,0.99616456
778,0.99622774
779,0.9962895
780,0.99634993
781,0.9964091
782,0.9964671
783,0.9965239
784,0.9965795
785,0.9966341
786,0.9966874
787,0.99673975
788,0.996791
789,0.99684125
790,0.9968905
791,0.99693877
792,0.9969861
793,0.9970324
794,0.9970779
795,0.9971224
796,0.99716616
797,0.99720895
798,0.99725103
799,0.9972923
800,0.9973327
801,0.9973724
802,0.9974113
803,0.9974495
804,0.99748695
805,0.9975238
806,0.9975598
807,0.9975953
808,0.99763
809,0.99766415
810,0.99769765
811,0.99773055
812,0.9977628
813,0.9977945
814,0.9978257
815,0.99785626
816,0.9978863
817,0.99791574
818,0.9979448
819,0.9979732
820,0.99800116
821,0.99802864
822,0.9980556
823,0.99808216
824,0.99810815
825,0.9981338
826,0.99815893
827,0.9981837
828,0.99820805
829,0.9982319
