wl,val
360,0.0002530378
360.47,0.0002530378
360.94,0.0002530378
361.41,0.0002530378
361.88,0.0002530378
362.35,0.0002530378
362.82,0.0002530378
363.29,0.0002530378
363.76,0.0002530378
364.23,0.0002530378
364.7,0.0002530378
365.17,0.0002530378
365.64,0.0002530378
366.11,0.0002530378
366.58,0.0002530378
367.05,0.0002530378
367.52,0.0002530378
367.99,0.0002530378
368.46,0.0002530378
368.93,0.0002530378
369.4,0.0002530378
369.87,0.0002530378
370.34,0.0002530378
370.81,0.0002530378
371.28,0.0002530378
371.75,0.0002530378
372.22,0.0002530378
372.69,0.0002530378
373.16,0.0002530378
373.63,0.0002530378
374.1,0.0002530378
374.57,0.0002530378
375.04,0.0002530378
375.51,0.0002530378
375.98,0.0002530378
376.45,0.0002530378
376.92,0.0002530378
377.39,0.0002530378
377.86,0.0002530378
378.33,0.0002530378
378.8,0.0002530378
379.27,0.0002530378
379.74,0.0002530378
380.21,0.0002530378
380.68,0.0002530378
381.15,0.0002530378
381.62,0.0002530378
382.09,0.0002530378
382.56,0.0002530378
383.03,0.0002530378
383.5,0.0002530378
383.97,0.0002530378
384.44,0.0002530378
384.91,0.0002530378
385.38,0.0002530378
385.85,0.0002530378
386.32,0.0002530378
386.79,0.0002530378
387.26,0.0002530378
387.73,0.0002530378
388.2,0.0002530378
388.67,0.0002530378
389.14,0.0002530378
389.61,0.0002530378
390.08,0.0002530378
390.55,0.0002530378
391.02,0.0002530378
391.49,0.0002530378
391.96,0.0002530378
392.43,0.0002530378
392.9,0.0002530378
393.37,0.0002530378
393.84,0.0002530378
394.31,0.0002530378
394.78,0.0002530378
395.25,0.0002530378
395.72,0.0002530378
396.19,0.0002530378
396.66,0.0002530378
397.13,0.0002530378
397.6,0.0002530378
398.07,0.0002530378
398.54,0.0002530378
399.01,0.0002530378
399.48,0.0002530378
399.95,0.0002530378
400.41998,0.0002530378
400.89,0.0002530378
401.36,0.0002530378
401.83,0.0002530378
402.3,0.0002530378
402.77,0.0002530378
403.24,0.0002530378
403.71,0.0002530378
404.18,0.0002530378
404.65,0.0002530378
405.12,0.0002530378
405.59,0.0002530378
406.06,0.0002530378
406.53,0.0002530378
407,0.0002530378
407.47,0.0002530378
407.94,0.0002530378
408.41,0.0002530378
408.88,0.0002530378
409.35,0.0002530378
409.82,0.0002530378
410.29,0.0002530378
410.76,0.0002530378
411.23,0.0002530378
411.7,0.0002530378
412.16998,0.0002530378
412.64,0.0002530378
413.11,0.0002530378
413.58,0.0002530378
414.05,0.0002530378
414.52,0.0002530378
414.99,0.0002530378
415.46,0.0002530378
415.93,0.0002530378
416.4,0.0002530378
416.87,0.0002530378
417.34,0.0002530378
417.81,0.0002530378
418.28,0.0002530378
418.75,0.0002530378
419.22,0.0009146177
419.69,0.0009146177
420.16,0.0009146177
420.63,0.0009146177
421.1,0.0009146177
421.57,0.0009146177
422.04,0.0009146177
422.51,0.0009146177
422.98,0.0009146177
423.45,0.0009146177
423.91998,0.0009146177
424.39,0.0009146177
424.86,0.0009146177
425.33002,0.0009146177
425.8,0.0009146177
426.27,0.0009146177
426.74,0.0009146177
427.21,0.0009146177
427.68,0.0009146177
428.15,0.0009146177
428.62,0.0009146177
429.09,0.0009146177
429.56,0.0009146177
430.03,0.0009146177
430.5,0.0009146177
430.97,0.0009146177
431.44,0.0009146177
431.91,0.0009146177
432.38,0.0009146177
432.85,0.0009146177
433.32,0.0009146177
433.79,0.0009146177
434.26,0.0009146177
434.73,0.0009146177
435.2,0.0009146177
435.66998,0.0009146177
436.14,0.0009146177
436.61,0.0009146177
437.08002,0.0009146177
437.55,0.0009146177
438.02,0.0009146177
438.49,0.0009146177
438.96,0.0009146177
439.43,0.0009146177
439.9,0.0009146177
440.37,0.0009146177
440.84,0.0009146177
441.31,0.0009146177
441.78,0.0009146177
442.25,0.0009146177
442.72,0.0009146177
443.19,0.0009146177
443.66,0.0009146177
444.13,0.0009146177
444.6,0.0009146177
445.07,0.0009146177
445.54,0.0009146177
446.01,0.0009146177
446.48,0.0009146177
446.95,0.0009146177
447.41998,0.0009146177
447.89,0.0009146177
448.36,0.001756502
448.83002,0.001756502
449.3,0.001756502
449.77,0.001756502
450.24,0.001756502
450.71,0.001756502
451.18,0.001756502
451.65,0.001756502
452.12,0.001756502
452.59,0.001756502
453.06,0.001756502
453.53,0.001756502
454,0.001756502
454.47,0.001756502
454.94,0.001756502
455.41,0.001756502
455.88,0.001756502
456.35,0.001756502
456.82,0.001756502
457.29,0.001756502
457.76,0.001756502
458.23,0.001756502
458.7,0.001756502
459.16998,0.001756502
459.64,0.001756502
460.11,0.001756502
460.58002,0.001756502
461.05,0.001756502
461.52,0.001756502
461.99,0.001756502
462.46,0.001756502
462.93,0.0020655885
463.4,0.0020655885
463.87,0.0020655885
464.34,0.0020655885
464.81,0.0020655885
465.28,0.0020655885
465.75,0.0020655885
466.22,0.0020655885
466.69,0.0020655885
467.16,0.0020655885
467.63,0.0020655885
468.1,0.0020655885
468.57,0.0020655885
469.04,0.0020655885
469.51,0.0020655885
469.98,0.0020655885
470.45,0.0023933665
470.91998,0.0023933665
471.39,0.0023933665
471.86,0.0023933665
472.33002,0.0023933665
472.8,0.0023933665
473.27,0.0023933665
473.74,0.0023933665
474.21,0.0023933665
474.68,0.0023933665
475.15,0.0023933665
475.62,0.0023933665
476.09,0.0023933665
476.56,0.0023933665
477.03,0.0023933665
477.5,0.0023933665
477.97,0.002732627
478.44,0.002732627
478.91,0.002732627
479.38,0.002732627
479.85,0.002732627
480.32,0.002732627
480.79,0.002732627
481.26,0.002732627
481.73,0.002732627
482.2,0.002732627
482.66998,0.002732627
483.14,0.002732627
483.61,0.002732627
484.08002,0.002732627
484.55,0.002732627
485.02,0.0030285579
485.49,0.0030285579
485.96,0.0030285579
486.43,0.0030285579
486.9,0.0030285579
487.37,0.0030285579
487.84,0.0030285579
488.31,0.0030285579
488.78,0.0030285579
489.25,0.0030285579
489.72,0.0030285579
490.19,0.0030285579
490.66,0.0030285579
491.13,0.0030285579
491.6,0.0030285579
492.07,0.0030285579
492.53998,0.003340577
493.01,0.003340577
493.47998,0.003340577
493.95,0.003340577
494.41998,0.003340577
494.89,0.003340577
495.36,0.003340577
495.83002,0.003340577
496.3,0.003340577
496.77002,0.003340577
497.24,0.003340577
497.71002,0.003340577
498.18,0.003340577
498.65,0.003340577
499.12,0.003340577
499.59,0.0036038985
500.06,0.0036038985
500.53,0.0036038985
501,0.0036038985
501.47,0.0036038985
501.94,0.0036038985
502.41,0.0036038985
502.88,0.0036038985
503.35,0.0036038985
503.82,0.0036038985
504.28998,0.0036038985
504.76,0.0036038985
505.22998,0.0036038985
505.7,0.0036038985
506.16998,0.0036038985
506.64,0.0036038985
507.11,0.003964556
507.58002,0.003964556
508.05,0.003964556
508.52002,0.003964556
508.99,0.003964556
509.46002,0.003964556
509.93,0.003964556
510.4,0.003964556
510.87,0.003964556
511.34,0.003964556
511.81,0.003964556
512.28,0.003964556
512.75,0.003964556
513.22,0.003964556
513.69,0.003964556
514.16003,0.003964556
514.63,0.0042007854
515.1,0.0042007854
515.57,0.0042007854
516.04,0.0042007854
516.51,0.0042007854
516.98,0.0042007854
517.45,0.0042007854
517.92,0.004370429
518.39,0.004370429
518.86,0.004370429
519.33,0.004370429
519.8,0.004370429
520.27,0.004370429
520.74,0.004370429
521.21,0.004370429
521.68,0.0045288075
522.15,0.0045288075
522.62,0.0045288075
523.08997,0.0045288075
523.56,0.0045288075
524.03,0.0045288075
524.5,0.0045288075
524.97,0.0045288075
525.44,0.0048239045
525.91003,0.0048239045
526.38,0.0048239045
526.85,0.0048239045
527.32,0.0048239045
527.79,0.0048239045
528.26,0.0048239045
528.73,0.0048239045
529.2,0.0049692015
529.67,0.0049692015
530.14,0.0049692015
530.61,0.0049692015
531.08,0.0049692015
531.55,0.0049692015
532.02,0.0049692015
532.49,0.0049692015
532.96,0.0048847883
533.43,0.0048847883
533.9,0.0048847883
534.37,0.0048847883
534.83997,0.0048847883
535.31,0.0048847883
535.78,0.0048847883
536.25,0.0048847883
536.72,0.0049763294
537.19,0.0049763294
537.66003,0.0049763294
538.13,0.0049763294
538.6,0.0049763294
539.07,0.0049763294
539.54,0.0049763294
540.01,0.005170216
540.48,0.005170216
540.95,0.005170216
541.42,0.005170216
541.89,0.005170216
542.36,0.005170216
542.83,0.005170216
543.3,0.005170216
543.77,0.005275702
544.24,0.005275702
544.71,0.005275702
545.18,0.005275702
545.65,0.005275702
546.12,0.005275702
546.58997,0.005275702
547.06,0.005275702
547.53,0.005291944
548,0.005291944
548.47,0.005291944
548.94,0.005291944
549.41003,0.005291944
549.88,0.005291944
550.35,0.005291944
550.82,0.005291944
551.29,0.00550465
551.76,0.00550465
552.23,0.00550465
552.7,0.00550465
553.17,0.00550465
553.64,0.00550465
554.11,0.00550465
554.58,0.00550465
555.05,0.0055596055
555.52,0.0055596055
555.99,0.0055596055
556.46,0.0055596055
556.93,0.0055596055
557.4,0.0055596055
557.87,0.0055596055
558.33997,0.005432231
558.81,0.005432231
559.28,0.005432231
559.75,0.005432231
560.22,0.005432231
560.69,0.005432231
561.16003,0.005432231
561.63,0.005432231
562.1,0.0053770826
562.57,0.0053770826
563.04,0.0053770826
563.51,0.0053770826
563.98,0.0053770826
564.45,0.0053770826
564.92,0.0053770826
565.39,0.0053770826
565.86,0.005150217
566.33,0.005150217
566.8,0.005150217
567.27,0.005150217
567.74,0.005150217
568.21,0.005150217
568.68,0.005150217
569.15,0.005150217
569.62,0.0051936423
570.08997,0.0051936423
570.56,0.0051936423
571.03,0.0051936423
571.5,0.0051936423
571.97,0.0051936423
572.44,0.0051936423
572.91003,0.0051936423
573.38,0.0051953564
573.85,0.0051953564
574.32,0.0051953564
574.79,0.0051953564
575.26,0.0051953564
575.73,0.0051953564
576.2,0.0051953564
576.67,0.0053184014
577.14,0.0053184014
577.61,0.0053184014
578.08,0.0053184014
578.55,0.0053184014
579.02,0.0053184014
579.49,0.0053184014
579.96,0.0053184014
580.43,0.005173002
580.9,0.005173002
581.37,0.005173002
581.83997,0.005173002
582.31,0.005173002
582.78,0.005173002
583.25,0.005173002
583.72,0.005173002
584.19,0.0049589537
584.66003,0.0049589537
585.13,0.0049589537
585.6,0.0049589537
586.07,0.0049589537
586.54,0.0049589537
587.01,0.0049589537
587.48,0.0049589537
587.95,0.004992625
588.42,0.004992625
588.89,0.004992625
589.36,0.004992625
589.83,0.004992625
590.3,0.004992625
590.77,0.004992625
591.24,0.004992625
591.71,0.004774646
592.18,0.004774646
592.65,0.004774646
593.12,0.004774646
593.58997,0.004774646
594.06,0.004774646
594.53,0.004774646
595,0.004774646
595.47,0.0047793747
595.94,0.0047793747
596.41003,0.0047793747
596.88,0.0047793747
597.35,0.0047793747
